days,date,circ_supply,network_gas_burn,day_locked_pledge,day_renewed_pledge,network_locked_pledge,network_locked,network_locked_reward,disbursed_reserve,total_vest,network_RBP,network_QAP,day_onboarded_power_QAP,day_renewed_power_QAP,cum_simple_reward,network_baseline,capped_power,cum_capped_power,network_time,cum_baseline_reward,cum_network_reward,day_network_reward,day_pledge_per_QAP,day_rewards_per_sector,1y_return_per_sector,1y_sector_roi
564,2022-05-02,276156989.4900486,30063088.668049373,248693.79553898526,87567.41760312373,100523423.17644273,143310195.30731085,42786772.13086795,17066618.96177341,251507367.33237135,1.8422117074831671e+19,1.908806511569866e+19,3.4600501591622344e+16,1.59742106833549e+16,53949583.490161106,9.307620268866302e+18,9.307620268866302e+18,2.965219483204839e+21,569.5199010539316,127006703.68110292,180956287.17126402,309980.6136046052,0.16000520036970095,0.0005579849355106569,0.16656596519726094,1.0410034474654635
565,2022-05-03,276673978.9580176,30077104.84444485,268468.582708893,96664.26557405049,100585457.10641085,143366902.27167624,42781445.16526521,17066618.96177341,251785243.5090837,1.8424242533887377e+19,1.9091203857280434e+19,3.683524628495994e+16,1.77542725515534e+16,54036941.15702817,9.325312544158759e+18,9.325312544158759e+18,2.9745447957489973e+21,570.6132931216181,127229182.44625346,181266123.60328162,309836.4320175946,0.16025823043448423,0.0005576337050604252,0.16634195063951512,1.0379619829105626
566,2022-05-04,277177004.35223055,30090858.719384916,277105.79664310685,93857.8481929311,100661651.81326233,143437691.59495386,42776039.78169134,17066618.96177341,252063119.68579602,1.8435132578085208e+19,1.9111861280792445e+19,3.926417912915941e+16,1.71104159242432e+16,54124271.17908288,9.343038449594685e+18,9.343038449594685e+18,2.983887834198592e+21,571.7064914894609,127451544.83991703,181575816.0189999,309692.41571828723,0.16035867054571443,0.000556772060151382,0.1661170543269213,1.0359094008550371
567,2022-05-05,277675707.5667773,30106157.605707247,280103.8630925331,95567.06333530354,100740557.69563618,143511114.2351041,42770556.53946775,17066618.96177341,252340995.86250836,1.84569317704954e+19,1.914252683128052e+19,3.953816451652614e+16,1.73953205831045e+16,54211573.56507365,9.360798049099528e+18,9.360798049099528e+18,2.9932486322476915e+21,572.7994965933757,127673791.01823325,181885364.5833069,309548.5643070042,0.16036748889231206,0.0005556219288875983,0.1658918999076323,1.0344484474595093
568,2022-05-06,278175294.4419827,30126271.27980288,269922.69698486547,89343.12636427625,100813698.7453909,143578694.73990074,42764995.99450965,17066618.96177341,252618872.0392207,1.8482608665538855e+19,1.9173325166391132e+19,3.8689009887913304e+16,1.61681797730189e+16,54298848.32374596,9.378591406720244e+18,9.378591406720244e+18,3.002627223654412e+21,573.8923088681561,127895921.1369462,182194769.46069217,309404.8773852587,0.16037285056156483,0.0005544719314193754,0.16566721103340146,1.0330128226398532
569,2022-05-07,278656246.6312672,30148738.353090495,271679.0396918701,79139.99817238998,100903054.30925082,143662413.0085974,42759358.699346416,17066618.96177341,252896748.21593302,1.8449536386567504e+19,1.914768908937344e+19,4.1128598317058056e+16,1.41558557015319e+16,54386095.4638427,9.396418586625528e+18,9.396418586625528e+18,3.012023642241037e+21,574.984928747476,128117935.35140596,182504030.81524867,309261.3545565009,0.160851362870079,0.0005549567459705589,0.1654422815324592,1.028541372484909
570,2022-05-08,279155796.96075636,30173705.781202864,271398.588357583,77395.25237386495,100971244.21999201,143724889.42313316,42753645.20314097,17066618.96177341,253174624.39264536,1.8437181449284092e+19,1.914046253156352e+19,4.136049531920123e+16,1.36100973173514e+16,54473314.99410392,9.414279653106053e+18,9.414279653106053e+18,3.021437921894143e+21,576.0773566638945,128339833.81656967,182813148.8106736,309117.9954249263,0.16116595837345224,0.0005549089229231639,0.16521617961146162,1.0251307489428025
571,2022-05-09,279647047.66067326,30199888.468090568,271796.11882183637,78493.08722818882,101046450.96092728,143794307.01263696,42747856.0517095,17066618.96177341,253452500.5693577,1.8437407673801507e+19,1.9147597408989774e+19,4.115916365889785e+16,1.39079233678011e+16,54560506.92326688,9.432174670574705e+18,9.432174670574705e+18,3.0308700965647176e+21,577.1695930488581,128561616.68700284,183122123.61026973,308974.79959613085,0.16136969269692936,0.0005544451896321964,0.16498874111452305,1.0224270639493047
572,2022-05-10,280131118.21963835,30224424.258148037,273519.35502398707,83528.09019132674,101130416.81946254,143872408.60700387,42741991.78754115,17066618.96177341,253730376.74607003,1.846705091960321e+19,1.918144988581436e+19,4.046050399302766e+16,1.49170383496319e+16,54647671.26006609,9.450103703566793e+18,9.450103703566793e+18,3.040320200268284e+21,578.2616383327044,128783284.11688073,183430955.3769468,308831.7666770816,0.16134376756603305,0.000553210459371968,0.16502464460133115,1.0228138780371026
573,2022-05-11,280610909.7136361,30249336.06909951,268155.19540935353,71181.25952366434,101218217.42522538,143954270.3750429,42736052.94981732,17066618.96177341,254008252.92278236,1.8486823471565242e+19,1.920932351779137e+19,4.194219572695926e+16,1.25342691280977e+16,54734808.013233356,9.46806681674031e+18,9.46806681674031e+18,3.0497882670850245e+21,579.3534929446661,129004836.25998938,183739644.27322274,308688.89627593756,0.16136429638559013,0.0005521521725283224,0.1650578582439834,1.0228895854976943
574,2022-05-12,281100851.93326545,30272953.1692369,266726.4430097415,66346.33156450327,101297093.34555939,144027133.4199905,42730040.07443094,17066618.96177341,254286129.0994947,1.8471616744716763e+19,1.9198387541832237e+19,4.257660603276269e+16,1.14793576157588e+16,54821917.19149761,9.486064074876148e+18,9.486064074876148e+18,3.0592743311599007e+21,580.4451573128736,129226273.26972714,184048190.46122473,308546.1880019903,0.16170871389116961,0.0005522112870725155,0.1650885445736668,1.0209007331835676
575,2022-05-13,281563125.2893963,30323662.867926974,259962.09524929713,63267.01174861362,101376476.48934202,144100430.1833482,42723953.69400602,17066618.96177341,254564005.27620703,1.850882256893326e+19,1.9247483090084725e+19,4.183375936469731e+16,1.08690630960832e+16,54908998.80358513,9.504095542878335e+18,9.504095542878335e+18,3.068778426702779e+21,581.5366318643594,129447595.29910588,184356594.102691,308403.64146625996,0.1615535326012004,0.0005505482656055952,0.1651156590300021,1.0220492017193763
576,2022-05-14,281921463.027594,30480321.304457292,251413.86810030107,58990.60803965476,101453777.10369645,144171571.4416131,42717794.33791648,17066618.96177341,254841881.45291936,1.8523532282166247e+19,1.926978789225703e+19,4.091123364453672e+16,1.00197463847076e+16,54996052.85821932,9.522161285774277e+18,9.522161285774277e+18,3.0783005879885533e+21,582.6279170250606,129668802.50075234,184664855.35897166,308261.25628066063,0.1616087387891405,0.0005496571199442457,0.1651406699777791,1.021854827994462
577,2022-05-15,282435636.6931042,30496733.02101601,233725.92627184076,54695.98739855349,101515418.73600948,144226981.26831466,42711562.53230498,17066618.96177341,255119757.6296317,1.852794379769479e+19,1.9282562827369742e+19,3.804497415159077e+16,9135516476672840.0,55083079.364120945,9.540261368714985e+18,9.540261368714985e+18,3.087840849357268e+21,583.7190132198224,129889895.02690884,184972974.39102978,308119.0320581198,0.16168815978727574,0.0005490395349673815,0.1651628264422257,1.021489926408473
578,2022-05-16,282911652.8099234,30516814.71594264,242857.66191956337,49658.63491535773,101611477.80159217,144316736.6016948,42705258.80010241,17066618.96177341,255397633.80634403,1.8524550258134876e+19,1.928692727223976e+19,4.0996876864261416e+16,8193273671794840.0,55170078.33000794,9.558395856975307e+18,9.558395856975307e+18,3.0973992452142436e+21,584.8099208724022,130110873.02943549,185280951.35944343,307976.968413651,0.16192131031823817,0.0005486622056844608,0.16518196434653692,1.020137275457383
579,2022-05-17,283359781.39710855,30536421.161931854,254765.07996152263,49475.88954613768,101735829.14914906,144434712.81019506,42698883.66104579,17066618.96177341,255675509.98305637,1.8560320669921313e+19,1.932437026437464e+19,4.357987186013174e+16,8288697621245580.0,55257049.764595486,9.57656481595417e+18,9.57656481595417e+18,3.1069758100301975e+21,585.9006404054714,130331736.65981023,185588786.42440572,307835.0649622977,0.16185643902510172,0.0005473468034350521,0.16519875526822167,1.020649881235813
580,2022-05-18,283796183.8604903,30554989.10300362,278222.38282494806,77088.45501798372,101872874.27207744,144565311.9037756,42692437.63169796,17066618.96177341,255953386.1597687,1.853399004649567e+19,1.9309943163525333e+19,4.260430002681244e+16,1.24099258984694e+16,55343993.676595986,9.594768311174818e+18,9.594768311174818e+18,3.1165705783413724e+21,586.9911722406214,130552486.0691315,185896479.74572748,307693.32132175565,0.16221154043198002,0.0005475035285534392,0.16521333923898537,1.0185054577437054
581,2022-05-19,284240729.4430509,30573282.955555998,273710.8584731963,83538.73870617771,102001979.15701926,144687900.38248464,42685921.22546519,17066618.96177341,256231262.33648103,1.8583277373197648e+19,1.937100638896449e+19,4.035304841567268e+16,1.34420646115553e+16,55430910.07471917,9.613006408285039e+18,9.613006408285039e+18,3.126183584749657e+21,588.0815167983635,130773121.40811794,186204031.4828371,307551.7371096313,0.16192740168658193,0.0005455264950886088,0.16522416521975525,1.0203595160475332
582,2022-05-20,284688478.5145148,30590080.111824226,262360.3744224194,84292.65112793063,102129305.69079408,144808640.64341062,42679334.95261636,17066618.96177341,256509138.51319337,1.8629861859800383e+19,1.9429969202421367e+19,3.78454855885735e+16,1.32584267761986e+16,55517798.96767194,9.631279173057405e+18,9.631279173057405e+18,3.135814863922715e+21,589.1716744981352,130993642.8271109,186511441.79478285,307410.3119457364,0.16166684847693802,0.0005436209280642845,0.1652334617441517,1.0220615005538534
583,2022-05-21,285134146.98487145,30608026.426646784,271396.33612028346,91273.93480798506,102257491.76009326,144930171.08039412,42672679.3203007,17066618.96177341,256787014.6899057,1.864776561995232e+19,1.9451754875924808e+19,3.827005077749007e+16,1.45804907852567e+16,55604660.364158414,9.649586671389522e+18,9.649586671389522e+18,3.1454644505941047e+21,590.2616457583016,131214050.4760748,186818710.8402332,307269.0454503596,0.16171806563023258,0.0005427625464953071,0.16524116723146726,1.021785454751173
584,2022-05-22,285593572.25867057,30623844.585409034,269082.5655103564,90204.43234860571,102373976.92922406,145039931.76179102,42665954.83256681,17066618.96177341,257064890.86661804,1.868706859080011e+19,1.9497412306806145e+19,3.8040511490453096e+16,1.43775009971082e+16,55691494.27288004,9.667928969304242e+18,9.667928969304242e+18,3.155132379563409e+21,591.35143099616,131434344.50459911,187125838.77747914,307127.9372459352,0.16157001087476205,0.0005412428789634858,0.16524668287315217,1.0227559061145326
585,2022-05-23,286053059.3354164,30638259.035566762,265714.4883865544,92166.84071330648,102491731.40817477,145150893.39855483,42659161.99037991,17066618.96177341,257342767.04333037,1.867453676958358e+19,1.9489758341067604e+19,3.683818707529238e+16,1.49361284139324e+16,55778300.70253544,9.686306132949924e+18,9.686306132949924e+18,3.164818685696359e+21,592.441030627942,131654525.0618987,187432825.76443413,306986.98695498705,0.16187147744939112,0.0005412069441583537,0.1652502977196346,1.0208734752007183
586,2022-05-24,286509128.10243183,30654741.749347217,280624.17685512855,101844.02251183394,102610762.99703267,145263064.28867334,42652301.29164053,17066618.96177341,257620643.2200427,1.8712418415494038e+19,1.953593777122227e+19,3.798292587799894e+16,1.67855215070237e+16,55865079.661820576,9.704718228600668e+18,9.704718228600668e+18,3.1745234039249594e+21,593.5304450688175,131874592.29681571,187739671.95863628,306846.1942021549,0.16172633325713362,0.000539680002847538,0.16525055814248707,1.0217912866406869
587,2022-05-25,286992111.6932821,30665569.303383917,261188.4594179451,104218.91461145837,102708461.64790916,145353834.87911144,42645373.23120214,17066618.96177341,257898519.39675504,1.87280470112102e+19,1.9554564683437375e+19,3.333235017249016e+16,1.65355470294882e+16,55951831.15942853,9.723165322656539e+18,9.723165322656539e+18,3.184246569247616e+21,594.6196747328978,132094546.35782059,188046377.5172491,306705.5586128235,0.16180774723008406,0.000538918811057646,0.16524902026724714,1.0212676654614672
588,2022-05-26,287470079.82715774,30677403.417037502,258417.99921790964,100351.68522794468,102810095.58721916,145448473.88810834,42638378.30088904,17066618.96177341,258176395.57346737,1.874380153536748e+19,1.95753060101158e+19,3.3549085899635056e+16,1.59190006563977e+16,56038555.20404976,9.741647481643827e+18,9.741647481643827e+18,3.19398821672926e+21,595.7087200332388,132314387.39301302,188352942.59706277,306565.0798136592,0.1618856981599136,0.0005381012143421432,0.16524489497406983,1.0207504236157907
589,2022-05-27,287941608.78285295,30689804.913168497,275620.4434604167,106813.04188808701,102917527.3809128,145548844.37042716,42631316.989514224,17066618.96177341,258454271.7501797,1.8764627556907876e+19,1.960027434399282e+19,3.581994812213721e+16,1.65508570287731e+16,56125251.80437186,9.760164772215276e+18,9.760164772215276e+18,3.2037483815014755e+21,596.7975813818443,132534115.55012366,188659367.35449553,306424.7574327588,0.16192592275203693,0.000537169751304748,0.16523829897857786,1.020456120738699
590,2022-05-28,288395156.3376501,30703941.28159988,275232.2923382191,105522.29616675603,103041131.4321131,145665321.21501,42624189.78289675,17066618.96177341,258732147.92689204,1.8753797092496376e+19,1.959657572158551e+19,3.5950712574442024e+16,1.66404432002615e+16,56211920.96907976,9.778717261150325e+18,9.778717261150325e+18,3.213527098762626e+21,597.8862591896692,132753730.97651477,188965651.94559455,306284.5910990238,0.1621995963170768,0.0005370253745260379,0.16522934807325204,1.0186791571925524
591,2022-05-29,288862374.57988954,30718094.02533415,302242.6169771181,125402.34622136928,103150973.82231192,145767970.98619145,42616997.16387939,17066618.96177341,259010024.10360438,1.8806576777365815e+19,1.9657649183314805e+19,3.752385606164828e+16,2.01748354372681e+16,56298562.706855595,9.797305015355345e+18,9.797305015355345e+18,3.223324403777981e+21,598.9747538666223,132973233.81918171,189271796.5260373,306144.5804427564,0.16192859886551078,0.0005351121890873244,0.1652172489883764,1.020309260661219
592,2022-05-30,289314536.1373971,30731100.859659787,321966.16094292124,148075.7323638631,103276943.88381979,145886683.49616617,42609739.612346224,17066618.96177341,259287900.2803167,1.883509123704265e+19,1.9693057319021707e+19,3.690965957147832e+16,2.41643106410168e+16,56385177.02637879,9.815928101863895e+18,9.815928101863895e+18,3.233140331879845e+21,600.0630658215703,133192624.22475415,189577801.25113294,306004.7250956297,0.16187712647701674,0.0005339060422833277,0.16520377356668692,1.020550445650161
593,2022-05-31,289857315.50993794,30745409.263026547,472058.20077572134,294087.6593797213,103310919.31642117,145913336.92166096,42602417.60523962,17066618.96177341,259565776.45702904,1.8818502011761197e+19,1.9674168541505946e+19,3.768550014645154e+16,4.91687112866485e+16,56471763.93632595,9.834586587836944e+18,9.834586587836944e+18,3.242974918467682e+21,601.1511954623401,133411902.33949703,189883666.275823,305865.0246900618,0.1622645637132048,0.0005341746565859167,0.1651883732083346,1.018018780121934
594,2022-06-01,290298058.02404886,30758288.286793035,290146.04159782466,107764.76781612865,103448285.42277794,146043317.03935575,42595031.61657766,17066618.96177341,259843652.63374138,1.8851989940487586e+19,1.972245293990396e+19,3.864768695309734e+16,1.65708379179874e+16,56558323.44537105,9.853280540563134e+18,9.853280540563134e+18,3.252828199008245e+21,602.2391431957227,133631068.30931184,190189391.7546829,305725.4788599014,0.1621461294169231,0.0005326237815380424,0.16517018011070775,1.0186501565264563
595,2022-06-02,290735963.64051527,30772410.767364763,312067.43748328264,117375.3824480203,103587169.0887988,146174751.20627034,42587582.117471375,17066618.96177341,260121528.8104537,1.8870515852422152e+19,1.975340061393391e+19,4.126376774417562e+16,1.80975408282287e+16,56644855.56218523,9.872010027459e+18,9.872010027459e+18,3.262700209035704e+21,603.3269094274757,133850122.27973801,190494977.84192324,305586.0872403383,0.16211723841636114,0.0005315468567509496,0.16515101110047306,1.018713449067769
596,2022-06-03,291291676.24212813,30785205.872716606,342411.4688945594,145617.31421728295,103609496.94934364,146189566.52548528,42580069.576141484,17066618.96177341,260399404.98716605,1.8889792868237443e+19,1.9782714057249096e+19,4.171363887555926e+16,2.70766530354448e+16,56731360.2954369,9.890775116069235e+18,9.890775116069235e+18,3.2725909841517735e+21,604.4144945623275,134069064.39595369,190800424.69139057,305446.84946733713,0.16210035492791292,0.0005305173902153134,0.16512994688368993,1.01868960717035
597,2022-06-04,291747237.31277853,30797008.442162342,287692.63094282564,109131.00938167833,103732892.36934406,146305386.82727963,42572494.457935415,17066618.96177341,260677281.16387838,1.8905542066635276e+19,1.9808532152234803e+19,3.783190957383587e+16,1.74253754233569e+16,56817837.65379177,9.909575874066917e+18,9.909575874066917e+18,3.28250056002584e+21,605.5018990039787,134287894.80277696,191105732.45656872,305307.765178144,0.16217343159569125,0.0005295846684963121,0.16510676380237133,1.0180876249445905
598,2022-06-05,292221329.59711546,30807575.107778743,290930.2672731549,113832.1071385715,103838915.6627056,146403772.88805023,42564857.225344464,17066618.96177341,260955157.34059072,1.892111458725842e+19,1.98371218502657e+19,3.752226627544444e+16,1.81774429034489e+16,56904287.645912714,9.928412369253759e+18,9.928412369253759e+18,3.292428972395094e+21,606.5891231551071,134506613.6446676,191410901.2905803,305168.8340115845,0.1621716130632725,0.0005285807776880305,0.16508165818282516,1.0179442324373829
599,2022-06-06,292680745.9925327,30818462.226043526,304049.22753027885,125413.01966769516,103959217.26866737,146516375.6066875,42557158.33801995,17066618.96177341,261233033.51730305,1.8928599581383983e+19,1.9852930890552443e+19,3.782196603897235e+16,1.96381048619155e+16,56990710.28046,9.947284669560363e+18,9.947284669560363e+18,3.3023762570646546e+21,607.6761674173696,134725221.0657272,191715931.3461872,305030.05560690165,0.1622838262528568,0.0005279196791047705,0.16505478043532382,1.0170747402649327
600,2022-06-07,293123925.83663845,30832384.37452697,311666.8696245346,119504.48388294695,104092642.9676251,146642041.2204155,42549398.25279024,17066618.96177341,261510909.69401538,1.8938419903847203e+19,1.9874558561434042e+19,4.067155606854977e+16,1.89056604906791e+16,57077105.56609103,9.966192843046443e+18,9.966192843046443e+18,3.312342449907701e+21,608.7630321914056,134943717.20970115,192020822.77579218,304891.42960497737,0.16234071022813162,0.0005271055314003724,0.16502572107550192,1.0165393562932992
601,2022-06-08,293570411.9981484,30845382.708950836,312922.32554338354,123924.19113385693,104223608.43316443,146765185.85684183,42541577.423677236,17066618.96177341,261788785.87072772,1.8924339042545828e+19,1.987273654009099e+19,3.994279256722958e+16,1.95813711454569e+16,57163473.51146055,9.985136957901095e+18,9.985136957901095e+18,3.322327586865602e+21,609.8497178768401,135162102.2199794,192325575.73143995,304752.9556477666,0.1625806818444454,0.0005269144388749605,0.16499443938977573,1.0148465212345448
602,2022-06-09,294030016.01198316,30857385.725171477,300149.2406449857,122606.12419272281,104342373.33496426,146876069.6368773,42533696.30191289,17066618.96177341,262066662.04744005,1.896973200214144e+19,1.9929510583030972e+19,3.757666786691528e+16,1.94574422149803e+16,57249814.1252205,1.0004117082443022e+19,1.0004117082443022e+19,3.332331703948045e+21,610.9362248722871,135380376.23959792,192630190.36481842,304614.6333784759,0.1623436929518225,0.0005251749189897508,0.16496034042154292,1.0161179496544837
603,2022-06-10,294492273.84879124,30870161.994323634,287793.2356717995,111298.89315609852,104457632.83411495,146983388.17007032,42525755.33595521,17066618.96177341,262344538.2241524,1.8990814725287182e+19,1.996262864121112e+19,3.736315789339095e+16,1.80059468441658e+16,57336127.416020155,1.0023133285120799e+19,1.0023133285120799e+19,3.342354837233166e+21,612.0225535753522,135598539.41123924,192934666.8272594,304476.46244096756,0.16230692945106653,0.0005240658320462108,0.16492502395662195,1.0161305158960865
604,2022-06-11,294964249.254628,30881743.618819777,277833.6542186185,109313.38576795346,104564290.7874254,147082045.7589305,42517754.97150493,17066618.96177341,262622414.40086472,1.8938872112363864e+19,1.9917961498946142e+19,3.5544022156080016e+16,1.79155134611412e+16,57422413.392506,1.0042185634513105e+19,1.0042185634513105e+19,3.352397022867679e+21,613.1087043826354,135816591.87723416,193239005.26974016,304338.44248077273,0.16290537711921577,0.0005250029858485893,0.16488785243134899,1.012169489719682
605,2022-06-12,295441879.7514691,30892935.79996439,246938.57017225356,83010.34439587011,104665604.17927983,147175299.83080137,42509695.651521355,17066618.96177341,262900290.57757705,1.9026471268900667e+19,2.0014484352772604e+19,3.4692026049283936e+16,1.49388779845047e+16,57508672.06332179,1.0061274199328973e+19,1.0061274199328973e+19,3.362458297067008e+21,614.1946776897353,136034533.77956253,193543205.84288433,304200.57314416766,0.16235808599951249,0.000522234393871921,0.16484688235311645,1.0153290569932651
606,2022-06-13,295932929.44623756,30903998.049256526,272176.660396836,112436.81659227278,104753549.10129306,147255126.91753203,42501577.81623878,17066618.96177341,263178166.7542894,1.9037662854162416e+19,2.0032754173248635e+19,3.378629421331e+16,1.80020112993603e+16,57594903.43710855,1.0080399048408048e+19,1.0080399048408048e+19,3.3725386961154165e+21,615.2804738912511,136252365.25985473,193847268.69696328,304062.8540789485,0.16245105797686904,0.0005215219047379643,0.1648057827604007,1.0144949796748441
607,2022-06-14,296459990.48679864,30917446.99140832,274089.8551416212,109912.83936354844,104803016.49328277,147296418.39646503,42493401.903182074,17066618.96177341,263456042.93100172,1.9038488656114352e+19,2.004457712748295e+19,3.469233501646432e+16,1.890632698686e+16,57681107.52250463,1.0099560250720823e+19,1.0099560250720823e+19,3.3826382563661374e+21,616.3660933807854,136470086.45939222,194151193.98189685,303925.28493356705,0.1626030448943964,0.0005209784774865213,0.16476256258416025,1.0132809179014228
608,2022-06-15,296942754.5299482,30931020.342094388,313756.1799769433,165667.2485060869,104896576.69751672,147381745.04469976,42485168.34718285,17066618.96177341,263733919.10771406,1.8995894262849077e+19,2.000920632470451e+19,3.118645296418605e+16,2.8601989116053e+16,57767284.328145504,1.0118757875368899e+19,1.0118757875368899e+19,3.3927570142415065e+21,617.4515365509486,136687697.51910928,194454981.84725478,303787.8653579354,0.16315728327227896,0.0005216634484989258,0.16471711296680383,1.0095602823437664
609,2022-06-16,297418183.2459959,30945869.41369608,291042.5216878233,128274.66753551939,104996116.44837028,147472994.02876565,42476877.58039518,17066618.96177341,264011795.2844264,1.8925634988797854e+19,1.9943172909520355e+19,3.411359217533311e+16,2.03638498523541e+16,57853433.862664096,1.0137991991585214e+19,1.0137991991585214e+19,3.4028950062330916e+21,618.5368037933603,136905198.57959366,194758632.44225776,303650.59500297904,0.16394230354427144,0.000523154216579513,0.16466817041350412,1.0044275751501603
610,2022-06-17,297867650.80945903,30966229.280318744,301816.00138637534,121186.840147739,105116026.21660127,147584556.24891257,42468530.032311104,17066618.96177341,264289671.46113873,1.8904141976016257e+19,1.99311786918795e+19,3.777873677553425e+16,1.89740110752546e+16,57939556.13469042,1.0157262668734327e+19,1.0157262668734327e+19,3.413052268901826e+21,619.621895498653,137122589.7810878,195062145.91577822,303513.47352045774,0.1642821134720978,0.0005232326548542126,0.16461545448993076,1.0020290767557574
611,2022-06-18,298402756.83336014,30980085.823134944,293510.5679487395,118456.83276243597,105156720.22969452,147616846.35947132,42460126.12977663,17066618.96177341,264567547.63785106,1.9107519913116303e+19,2.0135777098499293e+19,3.69372662804052e+16,1.79320228028886e+16,58025651.152851865,1.017656997631263e+19,1.017656997631263e+19,3.423228838878139e+21,620.7068120564758,137339871.2634901,195365522.41634196,303376.50056374073,0.16283827004634963,0.0005176823886844887,0.16455994776377397,1.010572930533678
612,2022-06-19,298860147.153752,30996570.221143555,317839.9038849101,144396.3220252779,105272421.19656302,147724087.49357012,42451666.29700694,17066618.96177341,264845423.8145634,1.9129983622866534e+19,2.0171629222049317e+19,3.660215421011158e+16,2.34479005609068e+16,58111718.92577306,1.019591398394862e+19,1.019591398394862e+19,3.4334247528620873e+21,621.7915538554959,137557043.16635582,195668762.09212887,303239.67578691244,0.16281763253867196,0.0005165292207258271,0.1645073296015392,1.0103778505836332
613,2022-06-20,299309308.47786623,31023342.7001181,290486.48691563745,119751.52598556534,105385981.91043681,147829132.8660389,42443150.95560195,17066618.96177341,265123299.99127573,1.907755540376086e+19,2.0130570525281944e+19,3.5906690695994776e+16,1.85902337137933e+16,58197759.46207595,1.0215294761403154e+19,1.0215294761403154e+19,3.4436400476234905e+21,622.8761212834022,137774105.62889817,195971865.09097412,303102.9988452494,0.1633792609153578,0.0005173494574234434,0.16445334021005278,1.006574147102131
614,2022-06-21,299768489.56845254,31039004.67588173,300057.6187595392,129802.11366515722,105500551.92123467,147935132.44579643,42434580.52456162,17066618.96177341,265401176.16798806,1.908770437712157e+19,2.0147076675658416e+19,3.578586103758139e+16,2.04302499690908e+16,58283772.77037968,1.023471237856969e+19,1.023471237856969e+19,3.45387476000206e+21,623.9605147269091,137991058.78998956,196274831.56036925,302966.4693951309,0.16347055627950952,0.0005166927584720266,0.16439593628280783,1.0056608359594499
615,2022-06-22,300222369.9531337,31054979.34631126,318117.12334462546,145471.772952277,105620028.23419072,148045983.65449208,42425955.42030123,17066618.96177341,265679052.3447004,1.914374215546228e+19,2.0211679439033795e+19,3.6353329890648024e+16,2.3439126274859e+16,58369758.85930071,1.0254166905474537e+19,1.0254166905474537e+19,3.4641289269075347e+21,625.0447345717579,138207902.78816256,196577661.64746326,302830.0870940089,0.16317759852471758,0.000514809399876679,0.1643366335375071,1.0071029051981908
616,2022-06-23,300676757.88641965,31069858.971125077,394154.36869814096,229198.69423928036,105740010.06803842,148157286.12470508,42417276.05666653,17066618.96177341,265956928.52141273,1.9195656352881967e+19,2.0266281784955765e+19,3.477962681612461e+16,3.84093362500702e+16,58455717.73745273,1.0273658412277117e+19,1.0273658412277117e+19,3.4744025853198116e+21,626.1287812027207,138424637.76161093,196880355.49906367,302693.85160040855,0.16296419299403456,0.0005131914012126698,0.16427668494061445,1.0080538670640853
617,2022-06-24,301143561.97659576,31081696.103720013,272912.72263710666,114529.01915890124,105850535.99627136,148259078.84122032,42408542.84494883,17066618.96177341,266234804.69812506,1.9222076174188413e+19,2.0302168785207296e+19,3.340668003614967e+16,1.75810588669926e+16,58541649.413446814,1.0293186969270215e+19,1.0293186969270215e+19,3.484695772289082e+21,627.212655003603,138641263.84819078,197182913.2616376,302557.76257392764,0.16290222815847513,0.0005120539422774515,0.16421577513968266,1.0080634070881442
618,2022-06-25,301632815.97348094,31091248.92181465,260952.21457601234,108047.82783751706,105940813.82872793,148340570.02262807,42399756.19390003,17066618.96177341,266512680.8748374,1.9217084047800926e+19,2.0299452670324605e+19,3.2200714804881384e+16,1.64682657580905e+16,58627553.89589115,1.0312752646880227e+19,1.0312752646880227e+19,3.495008524935962e+21,628.2963563572471,138857781.18542174,197485335.0813129,302421.81967529655,0.16315646269000703,0.0005118923534331677,0.16415340241425289,1.0061103293599838
619,2022-06-26,302107150.5397586,31106023.74585136,262241.7654807308,110830.62363495276,106040706.3218447,148431622.83159232,42390916.5097475,17066618.96177341,266790557.05154973,1.919254219235472e+19,2.0282088203426857e+19,3.181142748950313e+16,1.71108342911218e+16,58713431.19339132,1.033235551566742e+19,1.033235551566742e+19,3.505340880451629e+21,629.3798856455339,139074189.91048783,197787621.10387915,302286.0225662589,0.16354020018553805,0.0005121005560919069,0.16408872858750492,1.0033540890945747
620,2022-06-27,302580746.7864687,31117431.641405396,276664.46343315416,114676.03081197274,106144621.04074112,148526645.23695007,42382024.19620881,17066618.96177341,267068433.22826207,1.922432013998175e+19,2.0314926628976165e+19,3.403959585908046e+16,1.77325266036962e+16,58799281.314550176,1.0351995646326186e+19,1.0351995646326186e+19,3.5156928760979553e+21,630.4632432493869,139290490.1602385,198089771.47478867,302150.37090951204,0.16351193435281125,0.0005110433270005965,0.16402187794613277,1.003118693417333
621,2022-06-28,303033517.6559307,31131214.750720136,309134.2861335933,128792.28223564559,106266902.64474784,148639982.29925454,42373079.654506564,17066618.96177341,267346309.4049744,1.9302640208654107e+19,2.0404473184227918e+19,3.800859139959701e+16,2.01688706303442e+16,58885104.267967746,1.0371673109685293e+19,1.0371673109685293e+19,3.5260645492076404e+21,631.5464295487744,139506682.07118982,198391786.33915758,302014.86436891556,0.16302903744967565,0.0005085723914197496,0.16395363931511694,1.005671393758469
