,Unnamed: 0,date,index,Unnamed: 0.1,cum_sum_baseline,cum_sum_realized,effective_baseline_power,new_baseline_power,total_mined_reward,effective_network_time
168,168,2021-02-08,677249.501396648,677249.501396648,5.687059136469282e+23,5.687042758113424e+23,3.263885816337909e+18,3.971395979380567e+18,3.1364433032155127e+25,185090.79783519552
169,169,2021-02-09,680110.9982511367,680110.9982511367,5.766714773800368e+23,5.766698479581577e+23,3.269138200492053e+18,3.97895096831366e+18,3.1655438224825567e+25,187529.3483735572
170,170,2021-02-10,682970.0,682970.0,5.8470175807380113e+23,5.847001225055776e+23,3.274433258127954e+18,3.986505215373167e+18,3.19487919669543e+25,189983.74851346624
171,171,2021-02-11,685826.9985989492,685826.9985989492,5.928023935742399e+23,5.928007519962876e+23,3.2797747067644324e+18,3.9940823433649393e+18,3.2241081001057324e+25,192455.63432574432
172,172,2021-02-12,688687.5038381019,688687.5038381019,6.009688688062466e+23,6.009672215513938e+23,3.285159569222505e+18,4.001674701724404e+18,3.253331760588693e+25,194943.5394277739
173,173,2021-02-13,691547.9961471104,691547.9961471104,6.092127730746799e+23,6.092111332072756e+23,3.290595487331831e+18,4.00928166788948e+18,3.2829658199580983e+25,197450.90087565675
174,174,2021-02-14,694408.5038381019,694408.5038381019,6.175434487895932e+23,6.175418039869647e+23,3.2960886213502623e+18,4.016905574732759e+18,3.3130734863188948e+25,199980.44731332868
175,175,2021-02-15,697269.4964985994,697269.4964985994,6.259571763418181e+23,6.25955509310061e+23,3.3016365186182103e+18,4.024541033277228e+18,3.343515901820525e+25,202530.9383753501
176,176,2021-02-16,700123.9989484753,700123.9989484753,6.344417307390898e+23,6.344400790025445e+23,3.3072311181424067e+18,4.032191881867745e+18,3.3737027978004266e+25,205098.5622152121
177,177,2021-02-17,702982.5038407821,702982.5038407821,6.429944820210142e+23,6.429928275081533e+23,3.3128706857628114e+18,4.0398566531262377e+18,3.4040485135115865e+25,207682.43296089384
178,178,2021-02-18,705846.5,705846.5,6.516316054615875e+23,6.516299337274434e+23,3.318565887234628e+18,4.0475351821148544e+18,3.4345652944490376e+25,210287.33205307263
179,179,2021-02-19,708705.9968476357,708705.9968476357,6.603371901290315e+23,6.603355313980678e+23,3.3243062311063086e+18,4.055223252416029e+18,3.4650030351723706e+25,212908.36042031524
180,180,2021-02-20,711562.5010496851,711562.5010496851,6.69103467041126e+23,6.69101801600271e+23,3.330086594616872e+18,4.062933561079659e+18,3.49534708765138e+25,215543.09237228832
181,181,2021-02-21,714419.4992997199,714419.4992997199,6.779499864236585e+23,6.779483117050012e+23,3.335919868918728e+18,4.070664516486713e+18,3.526023810967732e+25,218197.30777310923
182,182,2021-02-22,717279.5027932961,717279.5027932961,6.868760818897702e+23,6.868744146460608e+23,3.341805614605465e+18,4.078399116385365e+18,3.5572240730020847e+25,220870.69867318435
183,183,2021-02-23,720139.9975498775,720139.9975498775,6.958802467051506e+23,6.958785730768995e+23,3.347742838157017e+18,4.086149593059167e+18,3.588351350614977e+25,223562.7049352468
184,184,2021-02-24,722998.0006995453,722998.0006995453,7.049254035068246e+23,7.049237257075617e+23,3.353707091265606e+18,4.09391522228708e+18,3.619220345112416e+25,226262.166841553
185,185,2021-02-25,725855.4989495798,725855.4989495798,7.140733828581828e+23,7.140717027107907e+23,3.3597391441619743e+18,4.101703884187091e+18,3.6505218653754185e+25,228987.4331232493
186,186,2021-02-26,728715.5027932961,728715.5027932961,7.233078581066915e+23,7.233061722402751e+23,3.365828231273976e+18,4.1094950760272753e+18,3.682305558580013e+25,231733.51012569832
187,187,2021-02-27,731574.4964961457,731574.4964961457,7.326248415777134e+23,7.32623162273182e+23,3.371971723183307e+18,4.117307835946645e+18,3.71417118790132e+25,234499.0949544499
188,188,2021-02-28,734427.9996494917,734427.9996494917,7.420144273772032e+23,7.420127408233719e+23,3.378163088078452e+18,4.125136383183778e+18,3.745857072095822e+25,237281.1342446548
189,189,2021-03-01,737283.00140007,737283.00140007,7.514984512689926e+23,7.51496756389975e+23,3.384416724164459e+18,4.1329737819254e+18,3.777842467410923e+25,240085.98459923
190,190,2021-03-02,740140.500349895,740140.500349895,7.610702414542484e+23,7.610685425290237e+23,3.3907282321481134e+18,4.14083252771589e+18,3.8096487758099984e+25,242911.54268719384
191,191,2021-03-03,742992.9961362839,742992.9961362839,7.706840631319022e+23,7.706823685944793e+23,3.397067455124962e+18,4.148692608458986e+18,3.841511590991905e+25,245744.21882683528
192,192,2021-03-04,745846.5045454545,745846.5045454545,7.80391963450596e+23,7.803902736011708e+23,3.4034687122754104e+18,4.156584194566785e+18,3.873159599963211e+25,248599.256993007
193,193,2021-03-05,748707.5006988121,748707.5006988121,7.901696774070945e+23,7.901679534272146e+23,3.409916003587059e+18,4.164483848375141e+18,3.905778550818694e+25,251469.4011180992
194,194,2021-03-06,751568.4993006993,751568.4993006993,8.000633796639727e+23,8.000616845883662e+23,3.4164397760030464e+18,4.1724017503582623e+18,3.939073921894663e+25,254368.0741258741
195,195,2021-03-07,754427.4993002099,754427.4993002099,8.100535649388685e+23,8.100518475573467e+23,3.4230271680060406e+18,4.1803372828628326e+18,3.971790389216331e+25,257289.4058782365
196,196,2021-03-08,757285.5,757285.5,8.201260126050039e+23,8.201242974505924e+23,3.429668802708573e+18,4.1882779647902346e+18,4.0047122843003e+25,260229.1060181945
197,197,2021-03-09,760139.9975447211,760139.9975447211,8.303025970718304e+23,8.30300883178632e+23,3.4363791037980867e+18,4.196238169381578e+18,4.037607136211726e+25,263193.421957208
198,198,2021-03-10,762995.0027981811,762995.0027981811,8.405819429516667e+23,8.405802222979593e+23,3.443157164362689e+18,4.2042182221564416e+18,4.071494986283479e+25,266181.8020286814
199,199,2021-03-11,765857.0020942409,765857.0020942409,8.509559765105543e+23,8.509542566587139e+23,3.449997660692256e+18,4.212204894115567e+18,4.105435851661536e+25,269191.7504363002
200,200,2021-03-12,768713.9943839944,768713.9943839944,8.614190334121028e+23,8.61417301558065e+23,3.4568968578005745e+18,4.220204143889262e+18,4.1394981313831045e+25,272221.49104949104
201,201,2021-03-13,771567.5031490553,771567.5031490553,8.72020642479397e+23,8.720189112553757e+23,3.463887414318506e+18,4.2282397643102766e+18,4.1738086613383e+25,275285.1875437369
202,202,2021-03-14,774423.4985984584,774423.4985984584,8.827129996618273e+23,8.827112719182381e+23,3.470937808906652e+18,4.2362812657740605e+18,4.208169927151952e+25,278368.8545900491
203,203,2021-03-15,777283.5041870202,777283.5041870202,8.934771742309256e+23,8.934754335477591e+23,3.4780355589006884e+18,4.244320010707017e+18,4.242421701761876e+25,281466.9113747383
204,204,2021-03-16,780148.9996509599,780148.9996509599,9.04381564476646e+23,9.043798138371224e+23,3.485225765200735e+18,4.25239421391576e+18,4.277075923979568e+25,284598.8855148342
205,205,2021-03-17,783043.9905824905,783043.9905824905,9.15374528523718e+23,9.153727752040958e+23,3.492474375858123e+18,4.260475549705402e+18,4.312010619601639e+25,287749.7663062435
206,206,2021-03-18,785906.9972018189,785906.9972018189,9.264839920873269e+23,9.264822497428068e+23,3.4997998047088143e+18,4.268583933844532e+18,4.347279082683332e+25,290927.4018887723
207,207,2021-03-19,788771.003485535,788771.003485535,9.376626258932036e+23,9.376608741219636e+23,3.50717084347446e+18,4.276687284265012e+18,4.382187141439284e+25,294118.1167654235
208,208,2021-03-20,791635.9972037749,791635.9972037749,9.489657049989075e+23,9.489639479121916e+23,3.514623939774608e+18,4.284825567824708e+18,4.4173278401039965e+25,297337.54037049983
209,209,2021-03-21,794494.99859993,794494.99859993,9.603509901578511e+23,9.603492377332536e+23,3.522131241625786e+18,4.292963192924613e+18,4.452623926011952e+25,300573.4844242212
210,210,2021-03-22,797357.0034879665,797357.0034879665,9.718588208196564e+23,9.718570510418184e+23,3.529719348311242e+18,4.3011262223098834e+18,4.48817515781412e+25,303837.2556679456
211,211,2021-03-23,800216.9950928846,800216.9950928846,9.83451167860694e+23,9.834493963935054e+23,3.5373631839451986e+18,4.309292825343788e+18,4.523742566249552e+25,307117.912723449
212,212,2021-03-24,803072.00140007,803072.00140007,9.95148725878645e+23,9.95146954579244e+23,3.5450763942632945e+18,4.317490142982863e+18,4.559291669909939e+25,310421.16625831294
213,213,2021-03-25,805931.5017470301,805931.5017470301,1.0069302597162829e+24,1.006928467976112e+24,3.552844977092292e+18,4.3256922280887695e+18,4.594995732253583e+25,313740.8759608665
214,214,2021-03-26,808790.9982499125,808790.9982499125,1.018839597583742e+24,1.0188378238603514e+24,3.560697832156572e+18,4.333928576188629e+18,4.631010616652324e+25,317089.22996149806
215,215,2021-03-27,811649.0017476407,811649.0017476407,1.0308043411836432e+24,1.03080254045053e+24,3.568587221005637e+18,4.342164785447324e+18,4.6669352238140175e+25,320445.73226144706
216,216,2021-03-28,814511.0,814511.0,1.0429027431706996e+24,1.0429009481861342e+24,3.5765647423734154e+18,4.350418884599904e+18,4.703335574962424e+25,323832.1913256383
217,217,2021-03-29,817367.9989499475,817367.9989499475,1.0551164191646748e+24,1.0551146200443768e+24,3.58461827385016e+18,4.35868865930288e+18,4.739573229079136e+25,327243.26496324816
218,218,2021-03-30,820228.5024441341,820228.5024441341,1.0674327024446736e+24,1.0674309062386228e+24,3.59273946317276e+18,4.366974648376548e+18,4.776460196387118e+25,330675.24476256984
219,219,2021-03-31,823085.9954401965,823085.9954401965,1.0798543160939013e+24,1.079852520413014e+24,3.6009301059051653e+18,4.3752716207035776e+18,4.813254663642239e+25,334128.72641178535
220,220,2021-04-01,825941.5031468532,825941.5031468532,1.092381597455789e+24,1.0923797979984614e+24,3.609190424487037e+18,4.383586446712429e+18,4.850289441837047e+25,337603.6384615385
221,221,2021-04-02,828799.9989499475,828799.9989499475,1.1049994877816598e+24,1.1049976844261662e+24,3.617510489384749e+18,4.391923380962803e+18,4.8874645910353095e+25,341095.65488274413
222,222,2021-04-03,831657.500349895,831657.500349895,1.1176572740493002e+24,1.1176554653480356e+24,3.625856861122678e+18,4.400269832716135e+18,4.924569696680161e+25,344590.6567529741
223,223,2021-04-04,834514.4964985994,834514.4964985994,1.1303375033444238e+24,1.1303356814772454e+24,3.6342180314870287e+18,4.4086309943990615e+18,4.961938085712757e+25,348083.79726890754
224,224,2021-04-05,837375.5062805304,837375.5062805304,1.14304377344041e+24,1.1430419498985584e+24,3.6425963728005294e+18,4.417009334608306e+18,4.999309033798453e+25,351576.0586182833
225,225,2021-04-06,840233.9947386882,840233.9947386882,1.1557987061421409e+24,1.1557968890983286e+24,3.651006801572982e+18,4.425419767665477e+18,5.03617789528979e+25,355073.6274991231
226,226,2021-04-07,843089.5031468532,843089.5031468532,1.1685301214794202e+24,1.1685282858827014e+24,3.659401723315859e+18,4.433814677174821e+18,5.0729364881028985e+25,358556.72027972026
227,227,2021-04-08,845949.5,845949.5,1.181320908515152e+24,1.181319073627688e+24,3.667835793947454e+18,4.442248748274088e+18,5.110178198206839e+25,362048.0206293706
228,228,2021-04-09,848815.0006966214,848815.0006966214,1.1941204159555848e+24,1.1941185737002346e+24,3.676275614695047e+18,4.450688564163399e+18,5.147518968439107e+25,365533.6729362591
229,229,2021-04-10,851676.4964936887,851676.4964936887,1.2069667895790202e+24,1.2069649442852884e+24,3.684746338364922e+18,4.459159285829807e+18,5.184064567439238e+25,369024.05014025245
230,230,2021-04-11,854529.5007007709,854529.5007007709,1.2198185852684605e+24,1.2198167422224426e+24,3.693220637271218e+18,4.467633586218215e+18,5.220960056098868e+25,372507.8829712684
231,231,2021-04-12,857385.5013995802,857385.5013995802,1.2326891171943053e+24,1.2326872641760885e+24,3.701707290596421e+18,4.4761202329678863e+18,5.257861983885595e+25,375988.7911126662
232,232,2021-04-13,860244.5006993007,860244.5006993007,1.245593637171652e+24,1.2455917831152185e+24,3.7102163551795246e+18,4.484629296866405e+18,5.294051147521902e+25,379470.8888111888
233,233,2021-04-14,863101.9982486865,863101.9982486865,1.2585226670673204e+24,1.2585208061459452e+24,3.7187415812686966e+18,4.493154518428928e+18,5.3305335300572e+25,382951.6017513135
234,234,2021-04-15,865959.5017482517,865959.5017482517,1.2714757088268858e+24,1.2714738430725262e+24,3.7272826404536376e+18,4.501695574427065e+18,5.367183877333684e+25,386430.7856643357
235,235,2021-04-16,868818.4993002099,868818.4993002099,1.2844428309685464e+24,1.2844409570500558e+24,3.735832984050616e+18,4.510245912640726e+18,5.403602883952821e+25,389905.7743177047
236,236,2021-04-17,871679.5020949721,871679.5020949721,1.29745465240722e+24,1.297452786180997e+24,3.744412801754788e+18,4.518825735417075e+18,5.440651644501088e+25,393384.75837988826
237,237,2021-04-18,874539.4971988796,874539.4971988796,1.3104871847276705e+24,1.3104853141452684e+24,3.753006275932112e+18,4.527419206721994e+18,5.477534139948838e+25,396861.29726890754
238,238,2021-04-19,877397.0010493179,877397.0010493179,1.3235360139396817e+24,1.323534136030361e+24,3.761610496057604e+18,4.536023422016216e+18,5.514227961947388e+25,400334.21650926897
239,239,2021-04-20,880253.4982480729,880253.4982480729,1.336603275727244e+24,1.3366013901949187e+24,3.7702268703721743e+18,4.544639791304282e+18,5.550761573490542e+25,403804.0921513665
240,240,2021-04-21,883111.002446697,883111.002446697,1.3497056168825227e+24,1.3497037279672608e+24,3.778866375543683e+18,4.553279294245128e+18,5.587040691170687e+25,407275.3282069207
241,241,2021-04-22,885972.500349406,885972.500349406,1.3628365803582405e+24,1.3628346849170514e+24,3.787524753883163e+18,4.5619376682815017e+18,5.623447765057906e+25,410746.1935709294
242,242,2021-04-23,888830.9975481611,888830.9975481611,1.3759851959559174e+24,1.3759833008919854e+24,3.796194771791264e+18,4.5706076864383606e+18,5.659631703450963e+25,414213.783887916
243,243,2021-04-24,891690.0027942718,891690.0027942718,1.3891703193061613e+24,1.3891684149312872e+24,3.804888862413802e+18,4.579301770921391e+18,5.69583897523898e+25,417683.0607754104
244,244,2021-04-25,894556.002091321,894556.002091321,1.402356978903873e+24,1.4023550746422145e+24,3.8135839660169815e+18,4.5879968745992233e+18,5.732341424867861e+25,421144.8194492855
245,245,2021-04-26,897422.9986038394,897422.9986038394,1.4155794606224317e+24,1.415577551078002e+24,3.822302690238388e+18,4.596715595337243e+18,5.768731911085805e+25,424608.0677137871
246,246,2021-04-27,900281.4954417952,900281.4954417952,1.4288395573999637e+24,1.428837645735475e+24,3.831046217316985e+18,4.605459121017901e+18,5.805444455492297e+25,428073.2426367461
247,247,2021-04-28,903137.0024484084,903137.0024484084,1.4421278095000372e+24,1.4421258941346194e+24,3.839808309631505e+18,4.61422121089208e+18,5.841544824751616e+25,431537.85169639735
248,248,2021-04-29,905993.4982480728,905993.4982480728,1.4554250175535023e+24,1.45542309415577e+24,3.848576307379621e+18,4.622989203343798e+18,5.877341358429685e+25,434996.8906797477
249,249,2021-04-30,908852.50349162,908852.50349162,1.468746497182358e+24,1.468744565272776e+24,3.857360309473725e+18,4.631773199825306e+18,5.9132592849593855e+25,438454.3498603352
250,250,2021-05-01,911715.999650716,911715.999650716,1.4821033377368452e+24,1.482101441818389e+24,3.8661676280802186e+18,4.640580542163856e+18,5.949576848033717e+25,441913.0918616835
251,251,2021-05-02,914576.4982505247,914576.4982505247,1.495483261107424e+24,1.4954812407150449e+24,3.874990167181021e+18,4.649402999188251e+18,5.985533187742668e+25,445369.9198740378
252,252,2021-05-03,917432.998949212,917432.998949212,1.508869078241691e+24,1.5088671394595115e+24,3.883816592549267e+18,4.65822947836915e+18,6.021466712143826e+25,448820.40315236425
253,253,2021-05-04,920288.0,920288.0,1.5222868614550482e+24,1.5222849105022664e+24,3.892664095914364e+18,4.667076973709118e+18,6.057680452095146e+25,452271.2672504378
254,254,2021-05-05,923144.5010496852,923144.5010496852,1.535765775559243e+24,1.535763824934469e+24,3.901551908155659e+18,4.675964786166697e+18,6.0939228206071455e+25,455729.9643107068
255,255,2021-05-06,926005.502094972,926005.502094972,1.5492376241939603e+24,1.549235667365835e+24,3.9104350615226834e+18,4.684847935443317e+18,6.1305465577917645e+25,459178.9842877095
256,256,2021-05-07,928868.499301188,928868.499301188,1.5627473909895942e+24,1.562745430745606e+24,3.919343217608188e+18,4.693756089276448e+18,6.1667159917757625e+25,462629.8532494759
257,257,2021-05-08,931728.998950682,931728.998950682,1.576266094464286e+24,1.5762641323736904e+24,3.928257266418055e+18,4.702670136868688e+18,6.203381954289299e+25,466075.1626442812
258,258,2021-05-09,934592.5003486752,934592.5003486752,1.5898375138436929e+24,1.589835547305942e+24,3.937206075376968e+18,4.711618942895207e+18,6.239794579401569e+25,469526.0519525802
259,259,2021-05-10,937455.4972008398,937455.4972008398,1.6034109603608492e+24,1.603408985888394e+24,3.946156221002883e+18,4.720569083289087e+18,6.276143763094499e+25,472969.6203638908
260,260,2021-05-11,940311.5007007708,940311.5007007708,1.617017741043578e+24,1.61701576120406e+24,3.955128346723228e+18,4.729541205470465e+18,6.312783069966042e+25,476413.8160476524
261,261,2021-05-12,943169.002446697,943169.002446697,1.630656250569886e+24,1.6306542663937952e+24,3.9641213940105626e+18,4.738534249898322e+18,6.349136623549704e+25,479858.21041593846
262,262,2021-05-13,946029.9965047188,946029.9965047188,1.6443147058458696e+24,1.6443127141434804e+24,3.97312759325337e+18,4.747540444178391e+18,6.385646413249934e+25,483299.8203425376
263,263,2021-05-14,948888.0014010508,948888.0014010508,1.6580068845609243e+24,1.6580048884421018e+24,3.9821560292722473e+18,4.756568877285132e+18,6.421752250671334e+25,486742.1078809107
264,264,2021-05-15,951743.50035014,951743.50035014,1.6717145336149158e+24,1.6717125412762365e+24,3.991194666221757e+18,4.765607516727217e+18,6.458116758458433e+25,490180.4726890756
265,265,2021-05-16,954600.50069979,954600.50069979,1.6854485469164633e+24,1.685446548062759e+24,4.000250687396757e+18,4.774663533606299e+18,6.494737590584786e+25,493617.6515045486
266,266,2021-05-17,957456.495795375,957456.495795375,1.6992071057124948e+24,1.699205101485975e+24,4.009322893536263e+18,4.783735736203044e+18,6.531271990969472e+25,497053.1811492642
267,267,2021-05-18,960310.9971978985,960310.9971978985,1.7130098344028438e+24,1.7130078284249553e+24,4.018424224702041e+18,4.792837066213993e+18,6.567897368729197e+25,500491.93730297725
268,268,2021-05-19,963172.0101151027,963172.0101151027,1.7268203464490424e+24,1.7268183361858454e+24,4.0275306881065774e+18,4.801943526792858e+18,6.604580697573694e+25,503924.84548308334
269,269,2021-05-20,966035.9979028312,966035.9979028312,1.7406634540612711e+24,1.7406614361556096e+24,4.0366586445830753e+18,4.811071478230018e+18,6.640774826771935e+25,507358.076546662
270,270,2021-05-21,968891.9964924589,968891.9964924589,1.7545480244186856e+24,1.754545998782342e+24,4.045813941028605e+18,4.820226769578042e+18,6.676771984568651e+25,510793.80042090494
271,271,2021-05-22,971745.5017507004,971745.5017507004,1.7684245940657822e+24,1.7684225649321206e+24,4.054963961914803e+18,4.829376788158157e+18,6.712731205178234e+25,514219.78571428574
272,272,2021-05-23,974602.50069979,974602.50069979,1.7823562248413526e+24,1.782354189444248e+24,4.064150289358628e+18,4.838563111471952e+18,6.748838592009087e+25,517651.59622113366
273,273,2021-05-24,977459.9996499826,977459.9996499826,1.7962967187763664e+24,1.7962946791623293e+24,4.073342461048984e+18,4.84775528038172e+18,6.784704883971227e+25,521077.8351417571
274,274,2021-05-25,980313.9978954752,980313.9978954752,1.8102778648716864e+24,1.8102758248720084e+24,4.082561438219751e+18,4.856974257298202e+18,6.820473711855625e+25,524506.3083128727
275,275,2021-05-26,983168.002100105,983168.002100105,1.824270794717931e+24,1.8242687419519776e+24,4.0917881854352655e+18,4.866200996095809e+18,6.8567546915421625e+25,527929.9275463773
276,276,2021-05-27,986028.002095704,986028.002095704,1.8382975943230305e+24,1.838295542204313e+24,4.10103726590812e+18,4.875450076995442e+18,6.893124924862066e+25,531354.0950052392
277,277,2021-05-28,988888.9986009094,988888.9986009094,1.8523545029638703e+24,1.85235244472515e+24,4.110306199868753e+18,4.884719006920628e+18,6.9286434503362e+25,534777.8730325289
278,278,2021-05-29,991749.5,991749.5,1.86643437561376e+24,1.866432316023288e+24,4.119590275983952e+18,4.8940030821445e+18,6.964329013202084e+25,538199.5143356643
279,279,2021-05-30,994611.001047852,994611.001047852,1.8805449028900748e+24,1.8805428452136373e+24,4.128894565341989e+18,4.903307372764626e+18,7.000463073109225e+25,541620.8777506113
280,280,2021-05-31,997470.4986004198,997470.4986004198,1.894685272492097e+24,1.8946831981609684e+24,4.1382185323228426e+18,4.912631328763605e+18,7.036514577791897e+25,545041.7501749475
281,281,2021-06-01,15771.175935641832,15771.175935641832,1.908857373855165e+24,1.9088553013480725e+24,4.147563422794424e+18,4.921976220437931e+18,7.073012055683902e+25,548462.5757257782
282,282,2021-06-02,13206.0,13206.0,1.9230360101456143e+24,1.923033929391944e+24,4.156912622308048e+18,4.931325414513874e+18,7.109400485572836e+25,551877.2723136157
283,283,2021-06-03,19130.42075736325,19130.42075736325,1.9372507155106704e+24,1.9372486326587337e+24,4.166285605277844e+18,4.940698396100101e+18,7.1448791247908375e+25,555292.9558204769
284,284,2021-06-04,53262.60696864112,53262.60696864112,1.951483120339236e+24,1.9514810318977424e+24,4.175670259032631e+18,4.950083046169211e+18,7.180789919202e+25,558705.2038327527
285,285,2021-06-05,56145.99860578599,56145.99860578599,1.965767542831597e+24,1.965765455565807e+24,4.185089212525919e+18,4.959502000437743e+18,7.216698691601239e+25,562122.2199372604
286,286,2021-06-06,30377.0,30377.0,1.9800508387968812e+24,1.9800487408209487e+24,4.194507423202608e+18,4.968920204052309e+18,7.2525202058445825e+25,565531.2855644879
287,287,2021-06-07,36084.87950963222,36084.87950963222,1.9943819789819464e+24,1.9943798773155847e+24,4.203957181705698e+18,4.978369960121981e+18,7.2883806313671395e+25,568944.0872154116
288,288,2021-06-08,50407.494393833214,50407.494393833214,2.0087296636863105e+24,2.0087275595663945e+24,4.21341784943931e+18,4.987830626237753e+18,7.324525786732719e+25,572353.1513665032
289,289,2021-06-09,41842.5,41842.5,2.023126081556079e+24,2.023123967314099e+24,4.222910651157952e+18,4.997323421282044e+18,7.360498489073719e+25,575766.1085434174
290,290,2021-06-10,21579.937346867344,21579.937346867344,2.0375150171587863e+24,2.0375129053264584e+24,4.2323985191716777e+18,5.006811290884662e+18,7.396613359899634e+25,579169.6366818341
291,291,2021-06-11,27449.45,27449.45,2.051953056928701e+24,2.0519509332170784e+24,4.241918765803965e+18,5.016331529683905e+18,7.4324633622182864e+25,582577.1185314686
292,292,2021-06-12,38965.0132635253,38965.0132635253,2.0664104812308208e+24,2.066408360797231e+24,4.251451794332575e+18,5.025864560374006e+18,7.468475099028002e+25,585981.5221640489
293,293,2021-06-13,44697.49405178447,44697.49405178447,2.0808996727489365e+24,2.0808975547035425e+24,4.261005769730423e+18,5.035418537346597e+18,7.504270717842876e+25,589385.7540237928
294,294,2021-06-14,24713.0,24713.0,2.095419947693156e+24,2.095417812534644e+24,4.270580241115773e+18,5.044992997447791e+18,7.539908758127647e+25,592789.6404337181
295,295,2021-06-15,47538.01572876616,47538.01572876616,2.109965298959322e+24,2.109963154712152e+24,4.280171247486021e+18,5.054583997825102e+18,7.575354766365882e+25,596191.7637189794
296,296,2021-06-16,33265.0,33265.0,2.124531018515207e+24,2.1245288731345267e+24,4.2897756844288886e+18,5.064188434020549e+18,7.611182321647192e+25,599591.0195599023
297,297,2021-06-17,59532.80797481637,59532.80797481637,2.139137479889565e+24,2.1391353286037005e+24,4.299406985971542e+18,5.073819731669404e+18,7.646932898716573e+25,602992.1500524658
298,298,2021-06-18,62165.77432856645,62165.77432856645,2.1537464783129745e+24,2.153744326737145e+24,4.30903996040976e+18,5.083452705916422e+18,7.682627764551978e+25,606386.2591559121
299,299,2021-06-19,65244.94023068857,65244.94023068857,2.1684005271612385e+24,2.16839837235914e+24,4.318702640484084e+18,5.09311538386339e+18,7.718472910740231e+25,609783.219154142
300,300,2021-06-20,68479.86962600489,68479.86962600489,2.183103714373497e+24,2.1831015457118235e+24,4.3283977217258655e+18,5.102810455966356e+18,7.754154422097665e+25,613183.9402306885
301,301,2021-06-21,71363.99301432064,71363.99301432064,2.19780223992164e+24,2.1978000681117395e+24,4.338089729129868e+18,5.112502461294462e+18,7.789867502330884e+25,616575.97799511
302,302,2021-06-22,74224.49825052485,74224.49825052485,2.212538516455408e+24,2.2125363399905884e+24,4.347806629019242e+18,5.122219358114446e+18,7.825000253004448e+25,619969.1291112666
303,303,2021-06-23,77083.00034977264,77083.00034977264,2.227292922737406e+24,2.227290743184857e+24,4.357535483417489e+18,5.131948210476686e+18,7.860102642674095e+25,623358.8663868485
304,304,2021-06-24,78639.87447552447,78639.87447552447,2.2420981028480544e+24,2.2420959243061684e+24,4.3672978173862943e+18,5.141710545111909e+18,7.895835379440724e+25,626752.6688811189
305,305,2021-06-25,55431.22498250525,55431.22498250525,2.256907719484192e+24,2.2569055304545183e+24,4.3770630767395374e+18,5.151475797549649e+18,7.931338159516337e+25,630139.9079776068
306,306,2021-06-26,22413.255162758134,22413.25516275813,2.2717718792361504e+24,2.2717696773311272e+24,4.3868643010799247e+18,5.161277013400206e+18,7.966986681016204e+25,633532.0311515576
307,307,2021-06-27,192020.3894331701,192020.3894331701,2.2866442912424727e+24,2.2866420942188487e+24,4.396670966844361e+18,5.17108368238337e+18,8.00250739612287e+25,636918.4608117564
308,308,2021-06-28,30828.88337988827,30828.88337988827,2.301546688091492e+24,2.301544480969836e+24,4.406497404205374e+18,5.180910113085879e+18,8.037853958075538e+25,640304.1511871509
309,309,2021-06-29,22211.406140963016,22211.406140963016,2.3164954530304103e+24,2.316493241817692e+24,4.416354416052865e+18,5.19076712223578e+18,8.073219312949036e+25,643692.798325192
310,310,2021-06-30,29066.967459762072,29066.967459762072,2.3314616049361727e+24,2.3314593883702628e+24,4.426222892629307e+18,5.2006355952824e+18,8.10833685316336e+25,647077.8198040588
311,311,2021-07-01,85959.21775602936,85959.21775602936,2.34645099497596e+24,2.3464487827663205e+24,4.436106692114586e+18,5.210519397640145e+18,8.143280485567547e+25,650460.5396714435
312,312,2021-07-02,89053.83753501401,89053.83753501401,2.361475062566877e+24,2.361472842923014e+24,4.446013357504422e+18,5.220426058127956e+18,8.17846954686923e+25,653843.5325630252
313,313,2021-07-03,91936.3428871024,91936.3428871024,2.3765111277721944e+24,2.376508897086844e+24,4.455927933957665e+18,5.230340627300592e+18,8.213802374637425e+25,657221.6868227893
314,314,2021-07-04,94820.07152875177,94820.07152875177,2.3915899130547364e+24,2.3915876825512383e+24,4.46587067944755e+18,5.240283372910389e+18,8.249062611048535e+25,660601.8990182328
315,315,2021-07-05,96623.75515914656,96623.75515914656,2.4067026171989607e+24,2.406700383561767e+24,4.475835790572512e+18,5.250248481969034e+18,8.284299203539098e+25,663982.172787688
316,316,2021-07-06,97425.64560055868,97425.64560055868,2.4218396246151366e+24,2.421837379152552e+24,4.485816926943741e+18,5.260229610542763e+18,8.319561751535306e+25,667360.346019553
317,317,2021-07-07,103038.25831291564,103038.25831291564,2.436999866995203e+24,2.4369976306255085e+24,4.495813384133465e+18,5.270226073728215e+18,8.354586024578776e+25,670736.1799089954
318,318,2021-07-08,107005.13774973711,107005.13774973711,2.452189551213973e+24,2.452187293006974e+24,4.505829254870336e+18,5.280241930065865e+18,8.389687226991224e+25,674111.0497721697
319,319,2021-07-09,109859.21004884856,109859.21004884856,2.4674201857270453e+24,2.467417920161343e+24,4.515872127673112e+18,5.290284798016413e+18,8.425261629473076e+25,677487.4937194696
320,320,2021-07-10,113052.93207282912,113052.93207282912,2.482658931924838e+24,2.482656668232143e+24,4.525920349210229e+18,5.300333020788566e+18,8.460709193897154e+25,680858.2307422969
