stateTime,Extend,Expired,Potential Expire,Terminate
"2022-11-27","149201.19","0.00","193042.88","5848.94"
"2022-11-28","178659.57","0.00","220934.48","7451.26"
"2022-11-29","142834.87","0.00","190519.67","8724.11"
"2022-11-30","133739.62","0.00","615813.89","12058.01"
"2022-12-01","118047.53","0.00","229608.11","7147.69"
"2022-12-02","100013.62","0.00","216144.09","10256.56"
"2022-12-03","102228.18","0.00","233985.46","10968.85"
"2022-12-04","96238.11","0.00","334276.46","10377.88"
"2022-12-05","104986.17","0.00","258196.88","9183.56"
"2022-12-06","91154.89","0.00","248363.84","10376.30"
"2022-12-07","108557.65","0.00","417238.67","9677.67"
"2022-12-08","89151.48","0.00","257402.60","7228.41"
"2022-12-09","142997.04","0.00","222983.61","5050.71"
"2022-12-10","82320.62","0.00","216508.19","5981.28"
"2022-12-11","77735.89","0.00","628299.95","6575.16"
"2022-12-12","81533.59","0.00","251474.50","7413.74"
"2022-12-13","120811.72","0.00","315861.48","6758.47"
"2022-12-14","82305.97","0.00","307601.63","22597.06"
"2022-12-15","80396.91","0.00","300620.83","10760.55"
"2022-12-16","83543.03","0.00","286698.83","10221.53"
"2022-12-17","78828.43","0.00","385366.49","9784.58"
"2022-12-18","78272.98","0.00","249376.82","5988.66"
"2022-12-19","77940.63","0.00","819513.19","7647.33"
"2022-12-20","74353.64","0.00","318143.58","6398.64"
"2022-12-21","56639.10","0.00","192674.17","6300.86"
"2022-12-22","58711.80","0.00","197990.25","10762.21"
"2022-12-23","71825.81","0.00","254970.78","7695.90"
"2022-12-24","69673.73","0.00","332121.22","7108.46"
"2022-12-25","80812.74","0.00","272182.36","10161.55"
"2022-12-26","126740.39","0.00","306430.13","8918.88"
"2022-12-27","183173.20","0.00","289966.25","12797.15"
"2022-12-28","252405.22","0.00","305774.94","13721.97"
"2022-12-29","72132.44","0.00","329144.14","10072.83"
"2022-12-30","73789.79","0.00","452367.56","11943.55"
"2022-12-31","164171.39","0.00","858179.96","11033.67"
"2023-01-01","68251.77","0.00","384039.82","11693.64"
"2023-01-02","67369.97","0.00","436952.36","10366.14"
"2023-01-03","62681.78","0.00","378927.27","11825.90"
"2023-01-04","67519.29","0.00","396034.15","12545.90"
"2023-01-05","67508.95","0.00","336745.48","11775.50"
"2023-01-06","61151.82","0.00","339788.32","10373.27"
"2023-01-07","64759.80","0.00","392513.75","10759.21"
"2023-01-08","58538.03","0.00","412386.12","11417.33"
"2023-01-09","49972.59","0.00","549472.22","44793.60"
"2023-01-10","48785.83","0.00","305692.50","6916.01"
"2023-01-11","49532.60","0.00","301704.70","8613.54"
"2023-01-12","63531.52","0.00","294884.07","11794.35"
"2023-01-13","39116.29","0.00","319616.24","12560.28"
"2023-01-14","56249.86","0.00","856216.79","11169.17"
"2023-01-15","39297.75","0.00","336337.60","10025.11"
"2023-01-16","37558.62","0.00","356086.36","10002.71"
"2023-01-17","37435.52","0.00","380907.91","10338.24"
"2023-01-18","39656.71","0.00","650117.20","11152.48"
"2023-01-19","46643.93","0.00","344701.41","12361.37"
"2023-01-20","38191.88","0.00","361940.20","12546.90"
"2023-01-21","34606.39","0.00","354741.91","14693.44"
"2023-01-22","32709.81","0.00","367236.38","11353.24"
"2023-01-23","34025.34","0.00","417987.74","10941.85"
"2023-01-24","42070.55","0.00","372861.33","10790.88"
"2023-01-25","36900.56","0.00","424878.46","6420.76"
"2023-01-26","37770.55","0.00","354010.63","5812.47"
"2023-01-27","33918.33","0.00","348494.59","4160.97"
"2023-01-28","34332.64","0.00","331270.31","5669.37"
"2023-01-29","39043.86","0.00","459726.31","6339.87"
"2023-01-30","35408.83","0.00","372792.34","6341.07"
"2023-01-31","36446.01","0.00","362862.02","7846.84"
"2023-02-01","54834.79","0.00","301851.75","5636.11"
"2023-02-02","29242.05","0.00","309156.61","5071.18"
"2023-02-03","30707.74","0.00","407116.58","4980.39"
"2023-02-04","32003.37","0.00","336807.94","6853.71"
"2023-02-05","33026.94","0.00","283032.89","5686.66"
